best_auc,best_auc_threshold,best_f1_score,best_f1_score_threshold,_total,_tot_anomaly,_tot_normal,_tpr_recall,_precision,_accuracy,_f1_score,_fnr,_tnr,_fpr,_t_pos,_f_pos,_f_neg,_t_neg,_auc,total,tot_anomaly,tot_normal,tpr_recall,precision,accuracy,f1_score,fnr,tnr,fpr,t_pos,f_pos,f_neg,t_neg,auc,time_to_fit
0.9737999999999999,1.3902941140302485,0.9731337161607876,1.3902941140302485,10000,5000,5000,0.949,0.998526936026936,0.9738,0.9731337161607876,0.051,0.9986,0.0014,4745,7,255,4993,0.9737999999999999,10000,5000,5000,0.949,0.998526936026936,0.9738,0.9731337161607876,0.051,0.9986,0.0014,4745,7,255,4993,0.9737999999999999,3.3367422980008996
0.9672000000000001,1.3839116625013768,0.9662203913491246,1.3839116625013768,10000,5000,5000,0.9382,0.9959660297239915,0.9672,0.9662203913491246,0.0618,0.9962,0.0038,4691,19,309,4981,0.9672000000000001,10000,5000,5000,0.9382,0.9959660297239915,0.9672,0.9662203913491246,0.0618,0.9962,0.0038,4691,19,309,4981,0.9672000000000001,55.88470183299978
0.9584,1.3968855221362997,0.9584830339321357,1.3968855221362997,10000,5000,5000,0.9604,0.9565737051792829,0.9584,0.9584830339321357,0.0396,0.9564,0.0436,4802,218,198,4782,0.9584,10000,5000,5000,0.9604,0.9565737051792829,0.9584,0.9584830339321357,0.0396,0.9564,0.0436,4802,218,198,4782,0.9584,54.20961373300088
0.9711,1.3904166435106757,0.9705372616984402,1.3904166435106757,10000,5000,5000,0.952,0.9898107714701602,0.9711,0.9705372616984402,0.048,0.9902,0.0098,4760,49,240,4951,0.9711,10000,5000,5000,0.952,0.9898107714701602,0.9711,0.9705372616984402,0.048,0.9902,0.0098,4760,49,240,4951,0.9711,3.3134746119994816
0.9509000000000001,1.4014424317904348,0.9512170889220071,1.4014424317904348,10000,5000,5000,0.9574,0.9451135241855874,0.9509,0.9512170889220071,0.0426,0.9444,0.0556,4787,278,213,4722,0.9509000000000001,10000,5000,5000,0.9574,0.9451135241855874,0.9509,0.9512170889220071,0.0426,0.9444,0.0556,4787,278,213,4722,0.9509000000000001,47.822415029000695
0.9749999999999999,1.3921258223141622,0.9746089782652854,1.3921258223141622,10000,5000,5000,0.9596,0.9900949236483698,0.975,0.9746089782652854,0.0404,0.9904,0.0096,4798,48,202,4952,0.9749999999999999,10000,5000,5000,0.9596,0.9900949236483698,0.975,0.9746089782652854,0.0404,0.9904,0.0096,4798,48,202,4952,0.9749999999999999,3.2678775479998876
0.9741000000000001,1.3909442462423622,0.9736601240720025,1.3909442462423622,10000,5000,5000,0.9574,0.9904821022139458,0.9741,0.9736601240720025,0.0426,0.9908,0.0092,4787,46,213,4954,0.9741000000000001,10000,5000,5000,0.9574,0.9904821022139458,0.9741,0.9736601240720025,0.0426,0.9908,0.0092,4787,46,213,4954,0.9741000000000001,115.83523270399928
0.95,1.4054403927829164,0.9503179650238474,1.4054403927829164,10000,5000,5000,0.9564,0.9443127962085308,0.95,0.9503179650238474,0.0436,0.9436,0.0564,4782,282,218,4718,0.95,10000,5000,5000,0.9564,0.9443127962085308,0.95,0.9503179650238474,0.0436,0.9436,0.0564,4782,282,218,4718,0.95,39.587270119000095
0.9615,1.3917695706129927,0.9608381649883023,1.3917695706129927,10000,5000,5000,0.9446,0.9776443800455392,0.9615,0.9608381649883023,0.0554,0.9784,0.0216,4723,108,277,4892,0.9615,10000,5000,5000,0.9446,0.9776443800455392,0.9615,0.9608381649883023,0.0554,0.9784,0.0216,4723,108,277,4892,0.9615,50.99064769500001
0.9682000000000001,1.386475928883478,0.9677157360406091,1.386475928883478,10000,5000,5000,0.9532,0.982680412371134,0.9682,0.9677157360406091,0.0468,0.9832,0.0168,4766,84,234,4916,0.9682000000000001,10000,5000,5000,0.9532,0.982680412371134,0.9682,0.9677157360406091,0.0468,0.9832,0.0168,4766,84,234,4916,0.9682000000000001,50.151969632001055
